REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	A549.H3K27AC.ENCFF714TFN.sorted.bam	A549.INPUT.ENCFF669AUD.sorted.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
8_Peak_3225_lociStitched	chr11	33038581	33065739	8	21176	28393.689	5219.7676	495	TCP11L1	DEPDC7,TCP11L1,LINC00294,RF00019,PIGCP1,CSTF3	TCP11L1	495	1
11_Peak_38954_lociStitched	chr15	71775432	71808989	11	25776	28721.4363	5593.9519	496	THSD4,NR2E3	NR2E3,AC104938.1,RNA5SP399,MYO9A	NR2E3	496	1
4_Peak_54020_lociStitched	chr13	109997369	110020292	4	22493	25783.7904	2709.4986	497	AL355974.2	LINC00396,AL355974.1,AL355974.3,AL355974.2	AL355974.1	497	1
Peak_312	chr1	154998866	155009046	1	10181	24941	1900.606	498	ZBTB7B	AL451085.2,CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,DCST1,ADAM15,RF00017,PBXIP1,PYGO2,SHC1,DCST2,DCST1-AS1	ZBTB7B	498	1
3_Peak_3427_lociStitched	chr10	31926404	31948570	3	17754	27459.2408	4422.117	499	ARHGAP12	HMGB1P7,RPL34P19,ARHGAP12,RN7SL825P	ARHGAP12	499	1
12_Peak_27901_lociStitched	chr5	154266365	154313973	12	20207	31121.3496	8098.1208	500	GALNT10	MIR1294,RN7SL655P,HNRNPA3P7	GALNT10	500	1
Peak_828	chr1	200400066	200413863	1	13798	25574.1192	2559.3435	501	AC104461.1,LINC00862,ZNF281	LINC00862	ZNF281	501	1
3_Peak_5562_lociStitched	chr2	234240758	234260484	3	19490	26925.99	3941.2548	502		AC122134.1	AC122134.1	502	1
8_Peak_15936_lociStitched	chr12	31491048	31527502	8	20120	29914.1524	6933.5508	503	DENND5B,RF00019	AC022080.1,AC022080.3,AC068792.1,AC022080.2	RF00019	503	1
4_Peak_17593_lociStitched	chr15	85023925	85050392	4	17247	29508.0583	6529.4089	504	PDE8A	PDE8A	PDE8A	504	1
Peak_447	chr17	59801206	59809486	1	8281	25062.732	2085.732	505	VMP1	AC040904.1,VMP1,MIR21,RNU6-450P	AC040904.1	505	1
11_Peak_47091_lociStitched	chr2	179096272	179130295	11	23685	27014.262	4072.5531	506	SESTD1	CCDC141	SESTD1	506	1
8_Peak_14489_lociStitched	chr22	24188456	24215612	8	22113	25784.622	2908.4076	507	SUSD2	CABIN1,POM121L9P,GGT5,GGTLC4P,BCRP1	SUSD2	507	1
1_Peak_6259_lociStitched	chr20	10704609	10721033	1	16425	27227.7072	4352.36	508	AL050403.2	LINC01752,JAG1,AL135937.1	JAG1	508	1
11_Peak_3308_lociStitched	chr6	125190943	125253662	11	20579	29170.6069	6303.2595	509	TPD52L1,HDDC2	TPD52L1,HDDC2	TPD52L1	509	1
5_Peak_2119_lociStitched	chr19	39427514	39446633	5	12538	28594.3764	5733.7881	510	PLEKHG2,SUPT5H,RPS16	SAMD4B,MED29,ZFP36,PLEKHG2,SUPT5H,TIMM50,PAF1,MIR4530	SUPT5H	510	1
Peak_279	chr20	31587255	31599426	1	12172	25069.8258	2212.6878	511		HM13,MCTS2P,HM13-IT1,AL110115.2,RNU6-384P,ID1,MIR3193,COX4I2,HM13-AS1	ID1	511	1
10_Peak_39811_lociStitched	chr13	97238729	97281171	10	20755	28003.2316	5169.4356	512	MBNL2		MBNL2	512	1
3_Peak_31224_lociStitched	chr11	18381068	18396213	3	14734	25696.5215	2962.362	513	MIR3159,LDHA	GTF2H1,LDHA,AC084117.1,LDHC	MIR3159	513	1
6_Peak_13694_lociStitched	chr20	19962813	19995409	6	16052	29825.34	7141.7836	514	RIN2	NAA20,CRNKL1	NAA20	514	1
5_Peak_4945_lociStitched	chr9	128190749	128218795	5	17420	27328.0224	4664.0498	515	DNM1,CIZ1	LCN2,C9orf16,DNM1,CIZ1,MIR199B,MIR3154,GOLGA2	DNM1	515	1
11_Peak_24131_lociStitched	chr10	58622009	58680301	11	21525	31780.7984	9128.5272	516	BICC1	FAM133CP	BICC1	516	1
7_Peak_3162_lociStitched	chr12	12558583	12593060	7	15182	27736.7465	5123.2822	517	DUSP16,AC092824.1	CREBL2,RPL21P136	AC092824.1	517	1
8_Peak_43523_lociStitched	chr12	75968605	75998853	8	21611	28130.64	5553.5328	518	AC078923.1	AC011611.6,AC011611.2,AC011611.1,AC011611.3,AC011611.4,RN7SL734P,PHLDA1	AC078923.1	518	1
12_Peak_40734_lociStitched	chrX	13094291	13128286	12	26863	26985.231	4412.551	519	AC079171.1	FAM9C	AC079171.1	519	1
17_Peak_45606_lociStitched	chr6	40990815	41041329	17	29067	28393.9194	5829.3156	520	UNC5CL,OARD1	TSPO2,APOBEC2,NFYA,OARD1	UNC5CL	520	1
15_Peak_43206_lociStitched	chrX	40996588	41049101	15	31768	27889.6543	5335.3208	521		CLIC4P3,USP9X	CLIC4P3	521	1
4_Peak_76365_lociStitched	chr9	121357037	121377733	4	12677	26196.9968	3665.2616	522	AL359644.1,STOM	GSN	AL359644.1	522	1
5_Peak_1251_lociStitched	chr2	70123327	70143836	5	11321	27771.2369	5242.1004	523	LINC01816	PCBP1,AC016700.3,AC016700.1,RN7SL470P,PCBP1-AS1,C2orf42	LINC01816	523	1
5_Peak_8594_lociStitched	chr8	32223739	32248727	5	19119	27556.7664	5045.0772	524	NRG1	RNA5SP263,RNA5SP262	NRG1	524	1
3_Peak_453_lociStitched	chr2	62567232	62580740	3	13293	26571.5868	4080.7668	525		AC092155.2,PSAT1P2,RSL24D1P2	RSL24D1P2	525	1
19_Peak_77941_lociStitched	chr6	16667550	16730036	19	31527	29880.8052	7398.3424	526	ATXN1	AL137003.1,AL137003.2,ATXN1	ATXN1	526	1
12_Peak_18363_lociStitched	chr11	86456287	86525944	12	23536	33498.0513	11033.6688	527	AP001831.1,ME3	CCDC81,PTP4A1P6,AP001148.1	ME3	527	1
14_Peak_21893_lociStitched	chr18	47967601	48024673	14	22345	29580.4176	7116.8784	528		SMAD2	SMAD2	528	1
9_Peak_25532_lociStitched	chr16	69039682	69090218	9	21020	30538.9048	8100.9208	529	TANGO6	RPS2P45,HAS3,UTP4,RNU6-898P,AC009027.1,CHTF8	RPS2P45	529	1
6_Peak_54162_lociStitched	chr7	116258449	116276113	6	16880	25833.6	3469.2096	530	TES,AC073130.2,AC002066.1,AC073130.1	TES,CAV2,RF00017,AC073130.3,AC073130.2,AC073130.1	TES	530	1
8_Peak_12100_lociStitched	chr15	41230000	41261415	8	21830	26109.0065	3747.8095	531	CHP1,EXD1	OIP5-AS1,AC087721.2,EXD1,RN7SL497P	CHP1	531	1
12_Peak_88717_lociStitched	chr20	9172665	9215404	12	19869	30665.2325	8329.8311	532	PLCB4	PLCB4	PLCB4	532	1
8_Peak_40167_lociStitched	chr10	5272252	5300224	8	14798	27345.4272	5029.3656	533	AKR1C7P	AL355303.1,AL683826.1,LINC02561,RPL26P28	AKR1C7P	533	1
3_Peak_16063_lociStitched	chrX	154526220	154548613	3	15993	25100.3137	2792.4071	534	IKBKG,G6PD	IKBKG,FAM223A,ATF4P2,CTAG1A,LAGE3,UBL4A,SLC10A3,RN7SL697P,FAM3A,AC244090.2	G6PD	534	1
13_Peak_27486_lociStitched	chr19	53977714	54024035	13	21090	31484.3837	9231.7753	535	CACNG8,MIR935,CACNG6	AC012314.20,VSTM1	CACNG6	535	1
7_Peak_35176_lociStitched	chr15	29656727	29699815	7	15053	30980.272	8764.0992	536	AC022613.1,TJP1	TUBBP8,HMGN2P5,AC102941.1,TJP1,AC022613.3	AC022613.1	536	1
4_Peak_435_lociStitched	chr14	94592566	94614056	4	19016	25846.023	3642.555	537	SERPINA5,AL049839.2,SERPINA3	SERPINA4,SERPINA5,SERPINA3,ADIPOR1P2,SERPINA13P	SERPINA3	537	1
Peak_1297	chr1	40964582	40983647	1	19066	24630.0735	2453.6655	538	CTPS1	CTPS1,SLFNL1-AS1,AL391730.1,UBE2V1P8,SLFNL1	CTPS1	538	1
19_Peak_6015_lociStitched	chr4	7841139	7911992	19	33775	30615.5813	8445.6776	539	AFAP1	AC097381.1,AFAP1	AFAP1	539	1
3_Peak_1355_lociStitched	chr8	70604735	70621235	3	14358	25443	3273.6	540	LACTB2-AS1,TRAM1	XKR9,AC015687.1,LACTB2,RN7SL19P	LACTB2-AS1	540	1
2_Peak_1935_lociStitched	chr2	233549702	233567271	2	15937	25208.0012	3143.0941	541	USP40	AC019072.1,UGT1A12P,UGT1A11P,USP40	USP40	541	1
Peak_996	chr20	50448309	50465009	1	16701	24570.71	2515.02	542		COX6CP2,PTPN1,RN7SL636P	COX6CP2	542	1
Peak_203	chr1	23581970	23597259	1	15290	23944.1029	1915.7117	543	MDS2,AL450043.1	MDS2,AL021154.1,ID3	AL450043.1	543	1
6_Peak_5656_lociStitched	chr2	28267198	28296959	6	13559	28775.9109	6749.7948	544	BABAM2	RPL23AP34,AC093690.1	RPL23AP34	544	1
2_Peak_31_lociStitched	chr19	40713934	40722932	2	8943	25090.923	3166.3962	545	ITPKC,COQ8B	ITPKC,SNRPA,MIA,NUMBL,COQ8B,RNU6-195P,C19orf54	COQ8B	545	1
Peak_3544	chr1	207017454	207033828	1	16375	25263.4446	3384.5058	546	C1orf116	PFKFB2,FCAMR,YOD1	C1orf116	546	1
6_Peak_11795_lociStitched	chr17	79828556	79853404	6	17804	26227.064	4350.8848	547	CBX4,AC100791.1	AC100791.2,LINC01977,CBX8	CBX4	547	1
Peak_1108	chr12	52941681	52954519	1	12839	24344.6994	2489.2882	548	KRT18,KRT8	KRT8	KRT18	548	1
9_Peak_12677_lociStitched	chr1	15779587	15803957	9	18472	24540.59	2685.574	549	FBLIM1,RPL12P14	PLEKHM2,SLC25A34,TMEM82,FBLIM1,AL450998.1,SPEN,AL450998.2,SLC25A34-AS1,UQCRHL,FLJ37453	RPL12P14	549	1
1_Peak_602_lociStitched	chr8	38996834	39005636	1	8803	23492.538	1641.573	550	ADAM9	PLEKHA2,HTRA4,ADAM9,AC108863.1,TM2D2,RF00212	ADAM9	550	1
Peak_3810	chr22	30245603	30263839	1	18237	24044.166	2193.7908	551	AC004264.1,LIF,OSM	LIF-AS1,AC002378.1,OSM,AC004264.2,CASTOR1,TBC1D10A,AC004997.1	LIF	551	1
2_Peak_3449_lociStitched	chr17	64073404	64086350	2	12238	25036.2694	3227.4378	552	ERN1	ERN1	ERN1	552	1
10_Peak_59808_lociStitched	chr21	43707571	43735610	10	21774	24979.9451	3171.2109	553	PDXK	RRP1B,PDXK,TMEM97P1,HSF2BP,AP001052.1,CSTB	PDXK	553	1
10_Peak_6840_lociStitched	chr5	173451302	173487898	10	25207	26404.014	4607.4364	554	AC008632.1	AC016573.1	AC008632.1	554	1
7_Peak_8731_lociStitched	chr1	230065937	230107690	7	18148	28888.9007	7093.8347	555	GALNT2		GALNT2	555	1
12_Peak_53916_lociStitched	chr8	29719940	29774987	12	23963	31222.6584	9479.0934	556	LINC02099,LINC00589		LINC00589	556	1
9_Peak_8705_lociStitched	chr3	150342495	150376833	9	18645	27339.9156	5607.3954	557		TSC22D2	TSC22D2	557	1
Peak_1206	chr22	30201789	30216144	1	14356	23646.9915	1950.8445	558	AC002378.1	LIF-AS1,AC004264.1,LIF,OSM	AC002378.1	558	1
9_Peak_37074_lociStitched	chr2	200589362	200629363	9	27557	27292.6823	5640.141	559	AOX1	AOX1,AOX3P	AOX1	559	1
13_Peak_1479_lociStitched	chr6	149029513	149082374	13	27384	27138.8374	5486.9718	560	UST,AL357992.1	AL603766.1	UST	560	1
3_Peak_41324_lociStitched	chr20	19875540	19891099	3	13913	25711.2475	4090.4611	561	RIN2	RIN2	RIN2	561	1
8_Peak_8185_lociStitched	chr2	234980005	235029305	8	21680	29042.63	7434.44	562	SH3BP4	SH3BP4	SH3BP4	562	1
8_Peak_68644_lociStitched	chr1	156496743	156519795	8	16948	25626.9084	4029.4896	563	AL365181.1,MEF2D	AL139412.1,MEF2D,RF00019,IQGAP3	AL365181.1	563	1
8_Peak_7646_lociStitched	chr8	38890418	38938865	8	20070	28356.0291	6821.3376	564	PLEKHA2	TACC1,PLEKHA2,HTRA4,AC067817.2,AC108863.1	PLEKHA2	564	1
16_Peak_41257_lociStitched	chr20	22916546	22978437	16	24618	33130.2523	11604.5625	565	AL353132.1	CYB5AP4	AL353132.1	565	1
3_Peak_991_lociStitched	chr17	45121601	45133373	3	10845	24465.7476	3028.9356	566	ACBD4,PLCD3	NMT1,ACBD4,HEXIM1,HEXIM2,PLCD3,MIR6784,AC142472.1,AC138150.1,AC138150.2	PLCD3	566	1
15_Peak_67159_lociStitched	chr8	125543375	125578459	15	18815	29730.1816	8293.8576	567			AC091114.1	567	1
2_Peak_44974_lociStitched	chr7	134357917	134371288	2	9643	25748.5347	4337.5524	568		SLC35B4,AC008154.1	AC008154.1	568	1
15_Peak_28340_lociStitched	chr12	122039895	122123348	15	25308	34441.0531	13127.1569	569	BCL7A,AC156455.1,MLXIP	WDR66,MLXIP,LRRC43,AC069503.1	MLXIP	569	1
18_Peak_46193_lociStitched	chr10	119269074	119334244	18	22889	29984.717	8687.161	570	GRK5,AL583824.1	MIR4681,AL583824.1	AL583824.1	570	1
5_Peak_13950_lociStitched	chr4	39025299	39047191	5	19331	24037.416	2767.1488	571	KLHL5,TMEM156	KLHL5	TMEM156	571	1
Peak_370	chr2	47188359	47197888	1	9530	24060.725	2796.7615	572	AC106869.1	AC073283.2,STPG4,CALM2,AC073283.3	CALM2	572	1
9_Peak_13447_lociStitched	chr10	91588259	91614738	9	21612	25909.7015	4692.0788	573		RPS27P1,PPP1R3C	PPP1R3C	573	1
5_Peak_27510_lociStitched	chr12	104201448	104224463	5	12470	25562.7605	4377.453	574	TXNRD1	LINC02385,TXNRD1,RPL18AP3	TXNRD1	574	1
11_Peak_65493_lociStitched	chr7	6270744	6322024	11	21925	28562.96	7394.576	575	CYTH3	RPSAP73,FAM220A	CYTH3	575	1
4_Peak_1006_lociStitched	chr9	136881339	136907105	4	14021	25498.0336	4354.454	576	TRAF2,MIR4479	RABL6,AJM1,PHPT1,MAMDC4,TRAF2,AL807752.1,C8G,LCN12,EDF1,AL807752.5,FBXW5	TRAF2	576	1
6_Peak_11588_lociStitched	chr12	13939757	13963227	6	19507	25094.124	3957.042	577	GRIN2B	GRIN2B	GRIN2B	577	1
14_Peak_8546_lociStitched	chr2	207768063	207848915	14	22033	32494.4188	11367.7912	578	FZD5,PLEKHM3	CCNYL1,MIR4775,AC096772.1,AC083900.1	PLEKHM3	578	1
Peak_338	chr17	40442203	40453186	1	10984	23734.263	2665.5741	579	IGFBP4	TOP2A,RPL23AP75,AC018629.1,TNS4	IGFBP4	579	1
13_Peak_79422_lociStitched	chr13	30708631	30753519	13	28671	24733.288	3667.3496	580	ALOX5AP	LINC00398,RF00017	ALOX5AP	580	1
12_Peak_8952_lociStitched	chr8	47607525	47663172	12	22637	28079.4762	7017.0867	581	SPIDR	RNU6-665P,SPIDR,AC024451.3	SPIDR	581	1
Peak_6029	chr1	37469167	37483143	1	13977	22833.9888	1773.5544	582	ZC3H12A,MIR6732,LINC01137	MIR5581,MEAF6	ZC3H12A	582	1
Peak_1321	chr20	47452262	47467686	1	15425	24337.5296	3306.9056	583		NCOA3,LINC01754,RPL35AP,RNU6-497P,RNU6-563P	RPL35AP	583	1
7_Peak_30943_lociStitched	chr2	223674786	223707610	7	15356	26337.9776	5314.2056	584	AC012512.1		AC012512.1	584	1
Peak_156	chr8	17901107	17912742	1	11636	23499.2095	2487.563	585	AC087273.2,FGL1	AC087273.1,PCM1,FGL1	AC087273.2	585	1
13_Peak_66935_lociStitched	chr2	152465649	152514644	13	21821	29896.749	8887.693	586	FMNL2	AC012443.1	AC012443.1	586	1
5_Peak_585_lociStitched	chr20	37376949	37407254	5	15189	25989.568	5036.691	587	SRC	RPL7AP14	SRC	587	1
17_Peak_21059_lociStitched	chr18	57737013	57821014	17	29954	30383.1617	9475.3128	588	AC027097.2,RNU6-742P,ATP8B1	RSL24D1P11,ATP8B1	ATP8B1	588	1
6_Peak_1052_lociStitched	chr10	50390189	50420232	6	16232	25788.9112	4884.9918	589	SGMS1	SGMS1	SGMS1	589	1
3_Peak_29956_lociStitched	chr17	73287546	73313027	3	15090	26762.6943	5903.9477	590	CDC42EP4	AC087301.1,CPSF4L,CDC42EP4	CDC42EP4	590	1
Peak_1836	chr10	5010119	5021467	1	11349	23037.5748	2185.6248	591	AKR1C2	AKR1C1,AL391427.1,RF00096,AKR1C3,AKR1C2	AKR1C2	591	1
5_Peak_44965_lociStitched	chr8	29339127	29353018	5	13237	23382.7203	2594.8388	592	AC084262.2,DUSP4,AC084262.1		DUSP4	592	1
11_Peak_39263_lociStitched	chr7	17652058	17706932	11	22436	29160.0436	8373.7724	593	AC006482.1		AC006482.1	593	1
4_Peak_1151_lociStitched	chr14	104966625	104980837	4	12830	23255.0956	2489.9424	594	AHNAK2	PLD4,CLBA1,AHNAK2,CDCA4	AHNAK2	594	1
Peak_1819	chr5	134501212	134513764	1	12553	23341.6992	2579.436	595	LINC01843	RN7SL541P,JADE2,AC109454.3,RNU6-456P,AC005355.2	LINC01843	595	1
Peak_33	chr15	63498898	63506452	1	7555	22939.2318	2185.3722	596	USP3,AC007950.2	USP3,AC007950.1	AC007950.2	596	1
7_Peak_36249_lociStitched	chr18	58764020	58796744	7	18730	24736.0716	3995.6004	597		MALT1,RNU6-219P,LINC01926,AC104365.1,AC104365.3,AC104365.2,RF00096	AC104365.2	597	1
8_Peak_86046_lociStitched	chr20	53824018	53848080	8	13195	25031.6986	4297.4732	598		AC006076.1,SUMO1P1	AC006076.1	598	1
Peak_231	chr2	227813599	227825701	1	12103	22975.647	2298.1698	599	CCL20	AC073065.1,DAW1,SNRPGP8,TDGF1P2	CCL20	599	1
Peak_722	chr7	77406118	77417279	1	11162	22406.8236	1754.5092	600	AC004921.1,GSAP	GCNT1P5,GSAP	GSAP	600	1
10_Peak_77917_lociStitched	chr6	12448872	12496262	10	20313	26917.52	6269.697	601		RPL15P3,RN7SKP293	RPL15P3	601	1
Peak_558	chr10	72313509	72324473	1	10965	22999.1828	2367.1276	602		DDIT4,DDIT4-AS1,DNAJB12	DNAJB12	602	1
Peak_261	chr3	124831481	124840696	1	9216	22417.3305	1818.1195	603	ITGB5	RF00100,AC022336.3,ITGB5,ENO1P3	ITGB5	603	1
6_Peak_6661_lociStitched	chr20	57692497	57719412	6	23262	25620.3885	5038.488	604	NKILA,PMEPA1	PMEPA1	PMEPA1	604	1
2_Peak_443_lociStitched	chr17	38867759	38882209	2	13372	24014.455	3449.215	605	LASP1	MIR4727,AC110749.1,LASP1,MIR6779,LINC00672,CWC25,C17orf98,RPL23,SNORA21B,SNORA21,AC006441.1,AC006441.3	LASP1	605	1
7_Peak_3725_lociStitched	chr15	26613378	26636580	7	17903	24069.7548	3512.7828	606	GABRB3	GABRB3,AC011196.1	GABRB3	606	1
10_Peak_20883_lociStitched	chr10	43326970	43363114	10	24144	25047.792	4550.5296	607	AC068707.1,RNU6ATAC11P,AC068707.2	FXYD4,HNRNPF	RNU6ATAC11P	607	1
8_Peak_32886_lociStitched	chr1	229207124	229239350	8	22321	25655.1186	5165.8278	608	AL162595.2	TMEM78,RAB4A,AL162595.1	AL162595.2	608	1
5_Peak_73992_lociStitched	chr9	16689090	16728051	5	12192	26883.09	6409.0845	609	BNC2-AS1,BNC2	LSM1P1	BNC2	609	1
6_Peak_6350_lociStitched	chr6	165983668	166010763	6	18544	23968.237	3503.3835	610	LINC00602,PDE10A	GAPDHP72	PDE10A	610	1
6_Peak_67449_lociStitched	chr7	76103450	76131093	6	17413	24569.0984	4116.0427	611	GTF2IP7,AC005077.2,AC005077.1	MDH2,RNU6-863P,AC005077.3,AC005077.4,GTF2IP7	AC005077.1	611	1
11_Peak_15994_lociStitched	chr6	89021326	89051704	11	26246	23931.7884	3481.3188	612		AL079342.1,AL079342.2,PNRC1,RN7SL336P,RNU2-61P,AL353135.1	AL079342.2	612	1
4_Peak_45730_lociStitched	chr8	128540900	128562977	4	9682	25410.627	4971.7404	613	LINC00824		LINC00824	613	1
Peak_1835	chr1	234954582	234965696	1	11115	22925.9592	2489.536	614	AL391832.1,AL391832.2	AL391832.3	AL391832.1	614	1
Peak_53	chr8	141253142	141260722	1	7581	22238.204	1822.99	615	AC011676.2,SLC45A4,AC011676.1	AC011676.3,AC011676.5,SLC45A4	AC011676.2	615	1
9_Peak_7018_lociStitched	chr11	59536545	59562440	9	14694	24530.3335	4127.663	616	AP000442.1	OR4D8P,OR4D11,OR4D9,OR4D7P,MIR3162,OSBP	AP000442.1	616	1
Peak_26	chr17	82293470	82302724	1	9255	22773.1686	2400.4876	617	AC132872.1	AC132872.3,AC132872.4,CSNK1D,LINC01970,CD7,SECTM1	AC132872.1	617	1
14_Peak_5269_lociStitched	chr1	36186570	36226114	14	23986	23785.716	3424.5104	618	RN7SL131P,THRAP3	MAP7D1,TRAPPC3,UBE2V2P4	RN7SL131P	618	1
16_Peak_39678_lociStitched	chr3	197463090	197523029	16	27613	26882.6415	6533.351	619	AC128709.3,LINC02012,BDH1	AC128709.1,AC128709.2,BDH1	LINC02012	619	1
3_Peak_15040_lociStitched	chr10	52308079	52336035	3	15434	25372.8656	5051.6492	620	DKK1,PRKG1-AS1	PRKG1-AS1	DKK1	620	1
9_Peak_25992_lociStitched	chr7	36258003	36304990	9	19542	27910.278	7616.5927	621	EEPD1	AC006960.1,AC006960.3,AC007327.1,AC007327.2,RF00019	EEPD1	621	1
6_Peak_1364_lociStitched	chr19	47713021	47746429	6	13878	25597.2096	5341.9392	622	AC010519.1,EHD2,NOP53	BICRA,NOP53,SNORD23,SELENOW,AC008745.1,AC008985.1,NOP53-AS1,RPL23AP80	EHD2	622	1
10_Peak_28895_lociStitched	chr5	56088946	56128147	10	21527	26935.0071	6687.6906	623	AC008892.1,RNU6-299P,ANKRD55	AC008892.1,RPL17P22,RNA5SP184	ANKRD55	623	1
9_Peak_57620_lociStitched	chr13	109566696	109594145	9	25274	23367.3337	3129.186	624	AL163541.1		LINC00676	624	1
5_Peak_56892_lociStitched	chr11	114151790	114182242	5	25843	22315.2256	2092.0524	625	ZBTB16		ZBTB16	625	1
17_Peak_55651_lociStitched	chr2	152395605	152433741	17	22522	27126.1368	6914.0568	626	FMNL2	AC012066.1	AC012066.1	626	1
Peak_2946	chr1	42933355	42947380	1	14026	22219.8075	2022.405	627	SLC2A1	ATP6V1E1P1,SLC2A1-AS1,RNU6-880P,AL512353.2,AL512353.3,SLC2A1,ATP6V0CP4,AC099795.1	SLC2A1	627	1
Peak_211	chr12	52898752	52910941	1	12190	22820.2458	2631.6051	628	KRT8	RPL7P41,KRT18,KRT78,KRT8	KRT8	628	1
Peak_1799	chr6	44045450	44068128	1	22679	22857.1562	2678.2718	629	AL109615.3	C6orf223,AL109615.2,AL109615.3,AL109615.1	AL109615.2	629	1
10_Peak_32968_lociStitched	chr1	241605531	241644465	10	20094	27763.8354	7732.2924	630	OPN3,CHML	KMO,WDR64,OPN3	CHML	630	1
10_Peak_68090_lociStitched	chr13	110090386	110139245	10	33524	24497.9026	4504.7998	631	AL390755.1,RN7SL783P	LINC00396,AL355974.2,COL4A1	AL390755.1	631	1
2_Peak_1312_lociStitched	chr17	20057599	20068411	2	10443	22836.0252	2867.3424	632	SPECC1	AC005730.1,SPECC1,KCTD9P1,AC005730.2	AC005730.1	632	1
14_Peak_17032_lociStitched	chr17	41645252	41690919	14	17725	28094.3384	8146.9928	633	AC130686.1,EIF1	GAST,RNA5SP442,KRT16,KRT17,KRT42P,HAP1,RN7SL399P	AC130686.1	633	1
14_Peak_54458_lociStitched	chr4	168784317	168841186	14	24438	25926.5771	6016.7402	634	PALLD,AC080188.1	RPL9P16,AC080188.2,RNU6-853P	PALLD	634	1
Peak_1394	chr15	67103233	67112039	1	8807	22741.495	2834.6514	635	SMAD3	SMAD3,AC087482.1,AC012568.1	SMAD3	635	1
9_Peak_37497_lociStitched	chr4	140130191	140158931	9	18759	23242.038	3356.832	636	AC131182.1,MAML3		MAML3	636	1
3_Peak_2498_lociStitched	chr13	109143129	109162393	3	18596	22361.6512	2510.0992	637	MYO16	MYO16-AS2,MYO16-AS1	MYO16-AS1	637	1
14_Peak_83430_lociStitched	chr13	73033100	73074553	14	23588	24100.7742	4273.8043	638	PSMD10P3,KLF5	KLF5,FABP5P1,RNU6-66P	KLF5	638	1
8_Peak_86779_lociStitched	chr12	75929576	75955514	8	20689	24672.2256	4910.0634	639	AC078923.1	AC011611.6,AC011611.2,AC011611.1,RN7SL734P	RN7SL734P	639	1
Peak_383	chr10	32979113	32988502	1	9390	22041.6164	2296.5494	640	ITGB1-DT,ITGB1	AK3P5,ITGB1,MTND4LP11,RN7SL847P,AL365203.1	ITGB1-DT	640	1
9_Peak_69168_lociStitched	chr9	88764986	88791429	9	15154	23803.9886	4077.5106	641		MIR4289	MIR4289	641	1
Peak_1342	chr9	94863586	94875989	1	12404	22599.5063	2873.7751	642	C9orf3	AL807757.1,AL807757.2,C9orf3	AL807757.2	642	1
6_Peak_64524_lociStitched	chr2	55827195	55865810	6	16780	26794.9485	7078.1295	643			EFEMP1	643	1
Peak_332	chr7	131106054	131113474	1	7421	21229.362	1529.262	644	MKLN1,AC016831.6,LINC-PINT	LINC-PINT	MKLN1	644	1
3_Peak_160_lociStitched	chr8	26570646	26580660	3	9736	21928.6572	2230.1178	645	DPYSL2	AC015743.1,DPYSL2	DPYSL2	645	1
13_Peak_58073_lociStitched	chr3	45612842	45660591	13	26507	25244.8963	5548.4338	646	LIMD1	LIMD1,SACM1L,LIMD1-AS1	LIMD1	646	1
4_Peak_63778_lociStitched	chr4	128513619	128531721	4	16320	22073.5788	2389.464	647	AC108062.1	AC108062.1,AC110609.1,AC078850.1	AC110609.1	647	1
Peak_171	chr2	46962990	46974144	1	11155	22438.5018	2768.4228	648	TTC7A	TTC7A,MCFD2,AC093732.2	TTC7A	648	1
Peak_903	chr9	94934242	94946973	1	12732	22116.2932	2468.5409	649	C9orf3,AL353768.1	AL807757.2,C9orf3,AL353768.2	AL353768.1	649	1
5_Peak_59207_lociStitched	chr2	140639425	140660960	5	20030	22818.486	3180.7195	650	LRP1B	AC117947.1	AC117947.1	650	1
16_Peak_16434_lociStitched	chr15	67997282	68055726	16	22138	30443.4796	10899.806	651	PIAS1	AC135628.1,AC022254.1	PIAS1	651	1
16_Peak_39605_lociStitched	chr19	8594669	8655087	16	24513	25780.3606	6241.1794	652	LINC01862,ADAMTS10	AC092316.1,AC130469.1,AC243312.1,MYO1F,ADAMTS10,AC243312.2,ACTL9	LINC01862	652	1
7_Peak_78293_lociStitched	chr20	36079960	36103661	7	17709	23333.6345	3794.5301	653	AL035420.1,EPB41L1,AL035420.2	AL035420.1,EPB41L1,NORAD,AL035420.3,HMGB3P2	EPB41L1	653	1
3_Peak_32766_lociStitched	chr9	14204878	14223202	3	16806	22613.6484	3087.594	654	AL441963.1,NFIB	NFIB	AL441963.1	654	1
5_Peak_22183_lociStitched	chr9	109097604	109120010	5	17339	23109.5484	3618.569	655	TMEM245	TMEM245,FRRS1L	TMEM245	655	1
15_Peak_16166_lociStitched	chr6	11391986	11439919	15	24822	25346.9704	5866.9992	656	AL445430.1	AL445430.2,NEDD9	AL445430.1	656	1
3_Peak_50120_lociStitched	chr2	45812924	45826235	3	12385	22255.992	2778.0057	657	PRKCE		PRKCE	657	1
6_Peak_6625_lociStitched	chr5	82145665	82166567	6	16841	22618.0542	3147.8412	658	ATG10		ATG10	658	1
